Fecha_Hora_PC,Timestamp_ESP_ms,RPM,AccX_g,AccY_g,FiltX_g,FiltY_g,Vibracion_RMS_g
2026-04-30 16:24:56.535,413902,0,0.9304,0.0441,0.0030,-0.0002,0.0030
2026-04-30 16:24:56.565,413932,0,0.9283,0.0425,0.0009,-0.0017,0.0019
2026-04-30 16:24:56.595,413962,0,0.9281,0.0463,0.0006,0.0020,0.0021
2026-04-30 16:24:56.638,413992,0,0.9276,0.0452,0.0001,0.0009,0.0009
2026-04-30 16:24:56.655,414022,0,0.9293,0.0452,0.0017,0.0008,0.0019
2026-04-30 16:24:56.685,414052,0,0.9294,0.0437,0.0018,-0.0006,0.0019
2026-04-30 16:24:56.715,414082,0,0.9265,0.0427,-0.0011,-0.0015,0.0019
2026-04-30 16:24:56.758,414110,0,0.9257,0.0441,-0.0019,-0.0001,0.0019
2026-04-30 16:24:56.775,414140,0,0.9248,0.0453,-0.0026,0.0010,0.0028
2026-04-30 16:24:56.820,414171,0,0.9275,0.0425,0.0001,-0.0017,0.0017
2026-04-30 16:24:56.840,414199,0,0.9285,0.0438,0.0010,-0.0003,0.0011
2026-04-30 16:24:56.862,414229,0,0.9252,0.0448,-0.0022,0.0006,0.0022
2026-04-30 16:24:56.913,414257,0,0.9252,0.0430,-0.0021,-0.0012,0.0024
2026-04-30 16:24:56.933,414287,0,0.9271,0.0442,-0.0001,0.0001,0.0001
2026-04-30 16:24:56.952,414317,0,0.9281,0.0475,0.0008,0.0032,0.0033
2026-04-30 16:24:56.978,414346,0,0.9270,0.0460,-0.0003,0.0016,0.0017
2026-04-30 16:24:57.038,414374,0,0.9292,0.0447,0.0018,0.0003,0.0019
2026-04-30 16:24:57.040,414403,0,0.9241,0.0417,-0.0031,-0.0025,0.0040
2026-04-30 16:24:57.077,414432,0,0.9260,0.0459,-0.0011,0.0015,0.0019
2026-04-30 16:24:57.106,414462,0,0.9277,0.0476,0.0006,0.0031,0.0031
2026-04-30 16:24:57.123,414490,0,0.9268,0.0448,-0.0004,0.0003,0.0005
2026-04-30 16:24:57.187,414520,0,0.9266,0.0438,-0.0005,-0.0007,0.0008
2026-04-30 16:24:57.202,414550,0,0.9235,0.0447,-0.0035,0.0002,0.0035
2026-04-30 16:24:57.219,414580,0,0.9264,0.0458,-0.0005,0.0012,0.0013
2026-04-30 16:24:57.246,414609,0,0.9253,0.0454,-0.0015,0.0008,0.0017
2026-04-30 16:24:57.270,414639,0,0.9281,0.0444,0.0012,-0.0002,0.0012
2026-04-30 16:24:57.303,414668,0,0.9270,0.0432,0.0001,-0.0013,0.0013
2026-04-30 16:24:57.330,414698,0,0.9277,0.0458,0.0008,0.0012,0.0014
2026-04-30 16:24:57.375,414727,0,0.9276,0.0427,0.0006,-0.0018,0.0019
2026-04-30 16:24:57.389,414757,0,0.9279,0.0432,0.0008,-0.0012,0.0015
2026-04-30 16:24:57.448,414786,0,0.9260,0.0459,-0.0009,0.0014,0.0017
2026-04-30 16:24:57.467,414815,0,0.9305,0.0474,0.0034,0.0027,0.0043
2026-04-30 16:24:57.477,414844,0,0.9285,0.0461,0.0013,0.0014,0.0019
2026-04-30 16:24:57.511,414874,0,0.9298,0.0449,0.0025,0.0002,0.0025
2026-04-30 16:24:57.537,414903,0,0.9277,0.0466,0.0004,0.0018,0.0018
2026-04-30 16:24:57.571,414933,0,0.9247,0.0454,-0.0025,0.0006,0.0026
2026-04-30 16:24:57.598,414962,0,0.9292,0.0424,0.0019,-0.0024,0.0030
2026-04-30 16:24:57.640,414991,0,0.9286,0.0466,0.0012,0.0018,0.0022
2026-04-30 16:24:57.659,415021,0,0.9294,0.0427,0.0020,-0.0020,0.0028
2026-04-30 16:24:57.709,415052,0,0.9293,0.0457,0.0017,0.0009,0.0020
2026-04-30 16:24:57.723,415081,0,0.9283,0.0439,0.0007,-0.0008,0.0011
2026-04-30 16:24:57.743,415111,0,0.9268,0.0448,-0.0008,0.0001,0.0008
2026-04-30 16:24:57.773,415140,0,0.9288,0.0431,0.0012,-0.0016,0.0020
2026-04-30 16:24:57.803,415169,0,0.9290,0.0458,0.0012,0.0011,0.0016
2026-04-30 16:24:57.839,415199,0,0.9279,0.0454,0.0001,0.0007,0.0007
2026-04-30 16:24:57.869,415228,0,0.9275,0.0466,-0.0002,0.0018,0.0018
2026-04-30 16:24:57.892,415257,0,0.9269,0.0454,-0.0008,0.0005,0.0010
2026-04-30 16:24:57.944,415287,0,0.9277,0.0439,0.0001,-0.0009,0.0009
2026-04-30 16:24:57.960,415316,0,0.9283,0.0427,0.0006,-0.0020,0.0021
2026-04-30 16:24:57.978,415346,0,0.9276,0.0449,-0.0001,0.0002,0.0002
2026-04-30 16:24:58.011,415375,0,0.9274,0.0453,-0.0003,0.0005,0.0006
2026-04-30 16:24:58.054,415405,0,0.9283,0.0446,0.0006,-0.0002,0.0007
2026-04-30 16:24:58.069,415433,0,0.9280,0.0449,0.0003,0.0002,0.0003
2026-04-30 16:24:58.104,415463,0,0.9252,0.0433,-0.0024,-0.0013,0.0028
2026-04-30 16:24:58.126,415491,0,0.9275,0.0446,-0.0001,-0.0001,0.0002
2026-04-30 16:24:58.154,415521,0,0.9305,0.0449,0.0028,0.0002,0.0028
2026-04-30 16:24:58.212,415551,0,0.9292,0.0428,0.0014,-0.0017,0.0022
2026-04-30 16:24:58.216,415581,0,0.9271,0.0476,-0.0007,0.0029,0.0029
2026-04-30 16:24:58.247,415609,0,0.9264,0.0442,-0.0013,-0.0005,0.0014
2026-04-30 16:24:58.298,415639,0,0.9282,0.0457,0.0005,0.0009,0.0010
2026-04-30 16:24:58.302,415668,0,0.9261,0.0474,-0.0015,0.0025,0.0029
2026-04-30 16:24:58.344,415697,0,0.9288,0.0438,0.0011,-0.0010,0.0015
2026-04-30 16:24:58.366,415725,0,0.9294,0.0457,0.0016,0.0008,0.0018
2026-04-30 16:24:58.388,415755,0,0.9297,0.0427,0.0018,-0.0020,0.0027
2026-04-30 16:24:58.452,415785,0,0.9277,0.0459,-0.0002,0.0011,0.0011
2026-04-30 16:24:58.464,415814,0,0.9268,0.0443,-0.0011,-0.0005,0.0012
2026-04-30 16:24:58.476,415843,0,0.9268,0.0421,-0.0010,-0.0026,0.0028
2026-04-30 16:24:58.514,415873,0,0.9235,0.0431,-0.0041,-0.0015,0.0044
2026-04-30 16:24:58.538,415902,0,0.9249,0.0441,-0.0025,-0.0005,0.0026
2026-04-30 16:24:58.585,415932,0,0.9293,0.0438,0.0018,-0.0007,0.0019
2026-04-30 16:24:58.595,415961,0,0.9276,0.0441,0.0001,-0.0004,0.0004
2026-04-30 16:24:58.637,415991,0,0.9272,0.0442,-0.0003,-0.0003,0.0004
2026-04-30 16:24:58.668,416020,0,0.9275,0.0441,-0.0000,-0.0004,0.0004
2026-04-30 16:24:58.685,416050,0,0.9309,0.0448,0.0032,0.0003,0.0032
2026-04-30 16:24:58.784,416079,0,0.9271,0.0415,-0.0005,-0.0028,0.0029
2026-04-30 16:24:58.809,416108,0,0.9255,0.0432,-0.0020,-0.0011,0.0023
2026-04-30 16:24:58.815,416138,0,0.9292,0.0447,0.0016,0.0004,0.0016
2026-04-30 16:24:58.818,416167,0,0.9268,0.0459,-0.0008,0.0015,0.0017
2026-04-30 16:24:58.830,416195,0,0.9260,0.0415,-0.0015,-0.0027,0.0031
2026-04-30 16:24:58.857,416225,0,0.9277,0.0465,0.0002,0.0022,0.0022
2026-04-30 16:24:58.885,416254,0,1.0398,-0.0079,0.1067,-0.0497,0.1177
2026-04-30 16:24:58.941,416283,0,0.9240,0.0416,-0.0087,-0.0001,0.0087
2026-04-30 16:24:58.946,416312,0,0.9601,0.0581,0.0260,0.0156,0.0303
2026-04-30 16:24:58.973,416341,0,0.8422,0.0544,-0.0873,0.0113,0.0880
2026-04-30 16:24:59.006,416370,0,0.9314,0.0439,0.0018,0.0008,0.0020
2026-04-30 16:24:59.032,416400,0,0.9358,0.0374,0.0059,-0.0055,0.0081
2026-04-30 16:24:59.133,416429,0,0.9294,0.0762,-0.0004,0.0316,0.0316
2026-04-30 16:24:59.137,416458,0,1.1642,0.0732,0.2226,0.0273,0.2243
2026-04-30 16:24:59.148,416489,0,1.0088,0.0187,0.0639,-0.0259,0.0689
2026-04-30 16:24:59.154,416519,0,1.0764,0.0171,0.1249,-0.0262,0.1276
2026-04-30 16:24:59.181,416547,0,1.0239,0.1046,0.0688,0.0583,0.0902
2026-04-30 16:24:59.211,416577,0,1.1587,-0.0748,0.1934,-0.1151,0.2251
2026-04-30 16:24:59.248,416608,0,0.9503,-0.1793,-0.0142,-0.2086,0.2091
2026-04-30 16:24:59.276,416639,0,0.6490,-0.1986,-0.2997,-0.2165,0.3697
2026-04-30 16:24:59.306,416669,0,0.4440,-0.2695,-0.4796,-0.2730,0.5518
2026-04-30 16:24:59.340,416699,0,0.3921,-0.3302,-0.5049,-0.3170,0.5962
2026-04-30 16:24:59.363,416729,0,0.5897,-0.2592,-0.2919,-0.2337,0.3739
2026-04-30 16:24:59.427,416758,0,0.7124,-0.1033,-0.1607,-0.0739,0.1769
2026-04-30 16:24:59.455,416788,0,1.3252,-0.2938,0.4295,-0.2512,0.4975
2026-04-30 16:24:59.459,416819,0,1.1260,-0.2086,0.2187,-0.1577,0.2697
2026-04-30 16:24:59.484,416849,0,0.8906,0.0658,-0.0158,0.1108,0.1120
2026-04-30 16:24:59.515,416879,0,0.8899,0.1902,-0.0157,0.2235,0.2240
2026-04-30 16:24:59.560,416910,0,0.9279,-0.0431,0.0211,-0.0093,0.0231
2026-04-30 16:24:59.576,416938,0,0.9391,-0.1475,0.0308,-0.1080,0.1123
2026-04-30 16:24:59.614,416967,0,0.8423,-0.0654,-0.0627,-0.0247,0.0674
2026-04-30 16:24:59.641,416996,0,0.8480,-0.0118,-0.0542,0.0275,0.0607
2026-04-30 16:24:59.659,417025,0,0.8193,-0.0007,-0.0787,0.0367,0.0868
2026-04-30 16:24:59.753,417054,0,0.8560,-0.0250,-0.0400,0.0117,0.0417
2026-04-30 16:24:59.778,417083,0,0.9021,0.0541,0.0059,0.0863,0.0865
2026-04-30 16:24:59.783,417112,0,0.8940,0.0294,-0.0021,0.0586,0.0586
2026-04-30 16:24:59.787,417141,0,0.8906,0.0452,-0.0052,0.0706,0.0708
2026-04-30 16:24:59.809,417171,0,0.8904,0.0540,-0.0052,0.0754,0.0756
2026-04-30 16:24:59.833,417201,0,0.9604,0.0404,0.0616,0.0588,0.0852
2026-04-30 16:24:59.864,417230,0,0.8608,0.0608,-0.0361,0.0752,0.0834
2026-04-30 16:24:59.891,417259,0,0.9366,0.0540,0.0377,0.0649,0.0751
2026-04-30 16:24:59.926,417288,0,0.9177,0.0399,0.0179,0.0484,0.0516
2026-04-30 16:24:59.950,417317,0,0.9229,0.0411,0.0219,0.0471,0.0519
2026-04-30 16:24:59.980,417347,0,0.8838,0.0428,-0.0164,0.0464,0.0492
2026-04-30 16:25:00.009,417375,0,0.9247,0.0422,0.0233,0.0435,0.0493
2026-04-30 16:25:00.058,417405,0,0.9260,0.0436,0.0234,0.0426,0.0486
2026-04-30 16:25:00.066,417434,0,0.9235,0.0432,0.0198,0.0401,0.0447
2026-04-30 16:25:00.099,417463,0,0.9247,0.0424,0.0200,0.0373,0.0423
2026-04-30 16:25:00.185,417493,0,0.9257,0.0457,0.0199,0.0385,0.0434
2026-04-30 16:25:00.208,417523,0,0.9272,0.0426,0.0204,0.0337,0.0394
2026-04-30 16:25:00.213,417552,0,0.9265,0.0417,0.0187,0.0312,0.0364
2026-04-30 16:25:00.218,417582,0,0.9253,0.0458,0.0166,0.0335,0.0374
2026-04-30 16:25:00.252,417612,0,0.9269,0.0396,0.0173,0.0259,0.0311
2026-04-30 16:25:00.279,417642,0,0.9258,0.0428,0.0154,0.0277,0.0317
2026-04-30 16:25:00.303,417670,0,0.9240,0.0431,0.0129,0.0266,0.0295
2026-04-30 16:25:00.358,417700,0,0.9238,0.0417,0.0121,0.0240,0.0269
2026-04-30 16:25:00.363,417730,0,0.9246,0.0432,0.0122,0.0242,0.0271
2026-04-30 16:25:00.391,417759,0,0.9215,0.0438,0.0087,0.0235,0.0251
2026-04-30 16:25:00.427,417788,0,0.9275,0.0437,0.0139,0.0222,0.0263
2026-04-30 16:25:00.454,417818,0,0.9274,0.0432,0.0131,0.0207,0.0245
2026-04-30 16:25:00.481,417847,0,0.9248,0.0424,0.0100,0.0188,0.0213
2026-04-30 16:25:00.563,417877,0,0.9247,0.0441,0.0094,0.0195,0.0217
2026-04-30 16:25:00.568,417906,0,0.9274,0.0414,0.0115,0.0160,0.0197
2026-04-30 16:25:00.573,417936,0,0.9244,0.0439,0.0081,0.0176,0.0194
2026-04-30 16:25:00.601,417965,0,0.9248,0.0446,0.0081,0.0173,0.0191
2026-04-30 16:25:00.630,417995,0,0.9257,0.0422,0.0085,0.0142,0.0166
2026-04-30 16:25:00.681,418023,0,0.9268,0.0433,0.0091,0.0146,0.0172
2026-04-30 16:25:00.685,418053,0,0.9254,0.0460,0.0074,0.0164,0.0180
2026-04-30 16:25:00.717,418082,0,0.9233,0.0417,0.0050,0.0115,0.0126
2026-04-30 16:25:00.746,418111,0,0.9292,0.0427,0.0104,0.0119,0.0158
2026-04-30 16:25:00.779,418140,0,0.9253,0.0425,0.0061,0.0110,0.0126
2026-04-30 16:25:00.807,418169,0,0.9260,0.0420,0.0065,0.0100,0.0120
2026-04-30 16:25:00.876,418198,0,0.9260,0.0436,0.0062,0.0110,0.0127
2026-04-30 16:25:00.902,418228,0,0.9252,0.0427,0.0051,0.0097,0.0109
2026-04-30 16:25:00.906,418258,0,0.9274,0.0433,0.0069,0.0098,0.0120
2026-04-30 16:25:00.920,418288,0,0.9252,0.0438,0.0045,0.0097,0.0107
2026-04-30 16:25:00.960,418317,0,0.9238,0.0426,0.0030,0.0081,0.0086
2026-04-30 16:25:00.980,418347,0,0.9252,0.0433,0.0041,0.0084,0.0093
2026-04-30 16:25:01.026,418377,0,0.9265,0.0410,0.0052,0.0058,0.0077
2026-04-30 16:25:01.042,418406,0,0.9260,0.0447,0.0044,0.0090,0.0100
2026-04-30 16:25:01.072,418437,0,0.9263,0.0393,0.0045,0.0034,0.0056
2026-04-30 16:25:01.104,418467,0,0.9258,0.0443,0.0038,0.0080,0.0088
2026-04-30 16:25:01.129,418496,0,0.9255,0.0411,0.0033,0.0046,0.0057
2026-04-30 16:25:01.183,418527,0,0.9254,0.0425,0.0031,0.0056,0.0064
2026-04-30 16:25:01.203,418556,0,0.9260,0.0449,0.0035,0.0077,0.0084
2026-04-30 16:25:01.221,418586,0,0.9238,0.0422,0.0012,0.0047,0.0049
2026-04-30 16:25:01.251,418616,0,0.9254,0.0406,0.0027,0.0030,0.0040
2026-04-30 16:25:01.283,418646,0,0.9280,0.0453,0.0050,0.0072,0.0088
2026-04-30 16:25:01.320,418676,0,0.9254,0.0414,0.0023,0.0032,0.0039
2026-04-30 16:25:01.340,418706,0,0.9260,0.0427,0.0028,0.0043,0.0051
2026-04-30 16:25:01.371,418735,0,0.9266,0.0422,0.0032,0.0036,0.0048
2026-04-30 16:25:01.398,418766,0,0.9257,0.0424,0.0021,0.0035,0.0041
2026-04-30 16:25:01.430,418795,0,0.9264,0.0447,0.0027,0.0056,0.0062
2026-04-30 16:25:01.457,418825,0,0.9232,0.0414,-0.0004,0.0022,0.0022
2026-04-30 16:25:01.525,418854,0,0.9237,0.0449,0.0000,0.0054,0.0054
2026-04-30 16:25:01.543,418883,0,0.9265,0.0442,0.0027,0.0044,0.0052
2026-04-30 16:25:01.549,418912,0,0.9254,0.0428,0.0015,0.0029,0.0033
2026-04-30 16:25:01.579,418941,0,0.9283,0.0431,0.0042,0.0030,0.0052
2026-04-30 16:25:01.605,418971,0,0.9236,0.0432,-0.0005,0.0030,0.0030
2026-04-30 16:25:01.637,419001,0,0.9243,0.0443,0.0002,0.0039,0.0039
2026-04-30 16:25:01.663,419029,0,0.9268,0.0439,0.0025,0.0033,0.0042
2026-04-30 16:25:01.699,419059,0,0.9260,0.0433,0.0017,0.0026,0.0031
2026-04-30 16:25:01.722,419089,0,0.9255,0.0437,0.0012,0.0028,0.0030
2026-04-30 16:25:01.752,419119,0,0.9266,0.0449,0.0021,0.0038,0.0044
2026-04-30 16:25:01.784,419149,0,0.9269,0.0431,0.0023,0.0019,0.0030
2026-04-30 16:25:01.862,419179,0,0.9249,0.0427,0.0003,0.0015,0.0015
2026-04-30 16:25:01.878,419208,0,0.9272,0.0411,0.0025,-0.0001,0.0025
2026-04-30 16:25:01.900,419239,0,0.9263,0.0452,0.0014,0.0037,0.0040
2026-04-30 16:25:01.906,419268,0,0.9265,0.0391,0.0016,-0.0023,0.0028
2026-04-30 16:25:01.931,419299,0,0.9248,0.0419,-0.0001,0.0005,0.0005
2026-04-30 16:25:01.960,419327,0,0.9255,0.0437,0.0006,0.0022,0.0023
2026-04-30 16:25:02.013,419357,0,0.9261,0.0399,0.0011,-0.0015,0.0019
2026-04-30 16:25:02.032,419386,0,0.9229,0.0453,-0.0020,0.0037,0.0042
2026-04-30 16:25:02.046,419415,0,0.9255,0.0450,0.0006,0.0033,0.0033
2026-04-30 16:25:02.077,419444,0,0.9264,0.0428,0.0014,0.0010,0.0017
2026-04-30 16:25:02.114,419473,0,0.9275,0.0417,0.0024,-0.0001,0.0024
2026-04-30 16:25:02.138,419503,0,0.9244,0.0406,-0.0007,-0.0011,0.0013
2026-04-30 16:25:02.199,419532,0,0.9259,0.0443,0.0008,0.0024,0.0025
2026-04-30 16:25:02.222,419561,0,0.9252,0.0436,0.0000,0.0016,0.0016
2026-04-30 16:25:02.237,419591,0,0.9258,0.0416,0.0006,-0.0003,0.0007
2026-04-30 16:25:02.266,419620,0,0.9272,0.0464,0.0020,0.0042,0.0047
2026-04-30 16:25:02.284,419651,0,0.9204,0.0427,-0.0046,0.0005,0.0046
2026-04-30 16:25:02.342,419680,0,0.9266,0.0430,0.0015,0.0007,0.0017
2026-04-30 16:25:02.349,419709,0,0.9242,0.0437,-0.0009,0.0014,0.0016
2026-04-30 16:25:02.370,419737,0,0.9257,0.0449,0.0006,0.0025,0.0025
2026-04-30 16:25:02.401,419766,0,0.9260,0.0435,0.0009,0.0010,0.0013
2026-04-30 16:25:02.430,419796,0,0.9252,0.0455,0.0000,0.0029,0.0029
2026-04-30 16:25:02.519,419826,0,0.9261,0.0420,0.0010,-0.0006,0.0011
2026-04-30 16:25:02.542,419855,0,0.9261,0.0430,0.0009,0.0003,0.0010
2026-04-30 16:25:02.557,419886,0,0.9263,0.0426,0.0010,-0.0000,0.0010
2026-04-30 16:25:02.562,419915,0,0.9270,0.0441,0.0016,0.0014,0.0021
2026-04-30 16:25:02.587,419945,0,0.9263,0.0439,0.0008,0.0012,0.0015
2026-04-30 16:25:02.611,419974,0,0.9253,0.0460,-0.0001,0.0031,0.0031
2026-04-30 16:25:02.646,420004,0,0.9250,0.0424,-0.0003,-0.0005,0.0006
2026-04-30 16:25:02.665,420034,0,0.9274,0.0438,0.0019,0.0009,0.0021
2026-04-30 16:25:02.698,420063,0,0.9219,0.0435,-0.0034,0.0005,0.0035
2026-04-30 16:25:02.725,420091,0,0.9282,0.0424,0.0028,-0.0006,0.0028
2026-04-30 16:25:02.811,420120,0,0.9244,0.0426,-0.0010,-0.0003,0.0010
2026-04-30 16:25:02.840,420149,0,0.9286,0.0424,0.0030,-0.0005,0.0031
2026-04-30 16:25:02.848,420179,0,0.9269,0.0432,0.0012,0.0003,0.0013
2026-04-30 16:25:02.880,420209,0,0.9219,0.0439,-0.0036,0.0010,0.0037
2026-04-30 16:25:02.888,420236,0,0.9280,0.0433,0.0024,0.0004,0.0024
2026-04-30 16:25:02.898,420265,0,0.9248,0.0419,-0.0007,-0.0011,0.0013
2026-04-30 16:25:02.939,420294,0,0.9257,0.0422,0.0001,-0.0007,0.0007
2026-04-30 16:25:02.971,420323,0,0.9247,0.0414,-0.0008,-0.0014,0.0016
2026-04-30 16:25:02.983,420352,0,0.9261,0.0438,0.0006,0.0010,0.0011
2026-04-30 16:25:03.021,420380,0,0.9255,0.0442,0.0000,0.0013,0.0013
2026-04-30 16:25:03.042,420410,0,0.9236,0.0463,-0.0018,0.0032,0.0037
2026-04-30 16:25:03.074,420439,0,0.9232,0.0430,-0.0021,-0.0001,0.0021
2026-04-30 16:25:03.101,420469,0,0.9258,0.0414,0.0004,-0.0016,0.0017
2026-04-30 16:25:03.142,420497,0,0.9233,0.0415,-0.0019,-0.0014,0.0024
2026-04-30 16:25:03.165,420526,0,0.9259,0.0397,0.0006,-0.0031,0.0032
2026-04-30 16:25:03.245,420555,0,0.9244,0.0411,-0.0008,-0.0015,0.0017
2026-04-30 16:25:03.264,420584,0,0.9255,0.0435,0.0003,0.0007,0.0008
2026-04-30 16:25:03.270,420613,0,0.9261,0.0435,0.0009,0.0007,0.0011
2026-04-30 16:25:03.286,420642,0,0.9232,0.0402,-0.0020,-0.0025,0.0032
2026-04-30 16:25:03.304,420671,0,0.9236,0.0421,-0.0015,-0.0005,0.0016
2026-04-30 16:25:03.345,420701,0,0.9248,0.0435,-0.0003,0.0008,0.0009
2026-04-30 16:25:03.384,420731,0,0.9257,0.0431,0.0005,0.0004,0.0007
2026-04-30 16:25:03.395,420760,0,0.9271,0.0422,0.0019,-0.0004,0.0019
2026-04-30 16:25:03.422,420789,0,0.9248,0.0432,-0.0004,0.0005,0.0007
2026-04-30 16:25:03.468,420818,0,0.9264,0.0446,0.0011,0.0018,0.0021
2026-04-30 16:25:03.479,420847,0,0.9250,0.0428,-0.0002,0.0001,0.0002
2026-04-30 16:25:03.541,420876,0,0.9248,0.0438,-0.0004,0.0010,0.0011
2026-04-30 16:25:03.548,420905,0,0.9242,0.0432,-0.0010,0.0004,0.0010
2026-04-30 16:25:03.576,420935,0,0.9248,0.0428,-0.0004,0.0000,0.0004
2026-04-30 16:25:03.597,420965,0,0.9266,0.0469,0.0014,0.0038,0.0041
2026-04-30 16:25:03.627,420994,0,0.9254,0.0422,0.0002,-0.0008,0.0008
2026-04-30 16:25:03.663,421024,0,0.9248,0.0436,-0.0004,0.0005,0.0007
2026-04-30 16:25:03.685,421053,0,0.9269,0.0439,0.0016,0.0009,0.0018
2026-04-30 16:25:03.756,421082,0,0.9252,0.0422,-0.0001,-0.0008,0.0008
2026-04-30 16:25:03.761,421111,0,0.9259,0.0427,0.0006,-0.0003,0.0006
2026-04-30 16:25:03.773,421140,0,0.9250,0.0435,-0.0003,0.0004,0.0005
2026-04-30 16:25:03.801,421169,0,0.9260,0.0421,0.0007,-0.0009,0.0011
2026-04-30 16:25:03.855,421197,0,0.9261,0.0444,0.0008,0.0014,0.0016
2026-04-30 16:25:03.859,421227,0,0.9266,0.0449,0.0012,0.0018,0.0021
2026-04-30 16:25:03.895,421256,0,0.9277,0.0428,0.0022,-0.0003,0.0022
2026-04-30 16:25:03.919,421286,0,0.9281,0.0444,0.0024,0.0012,0.0027
2026-04-30 16:25:03.990,421316,0,0.9243,0.0443,-0.0013,0.0010,0.0017
2026-04-30 16:25:04.007,421344,0,0.9238,0.0438,-0.0017,0.0005,0.0018
2026-04-30 16:25:04.011,421374,0,0.9247,0.0416,-0.0008,-0.0016,0.0018
2026-04-30 16:25:04.041,421404,0,0.9282,0.0431,0.0026,-0.0001,0.0026
2026-04-30 16:25:04.067,421433,0,0.9286,0.0439,0.0028,0.0007,0.0029
2026-04-30 16:25:04.101,421463,0,0.9253,0.0410,-0.0005,-0.0021,0.0022
2026-04-30 16:25:04.128,421492,0,0.9227,0.0436,-0.0029,0.0004,0.0029
2026-04-30 16:25:04.167,421522,0,0.9238,0.0431,-0.0017,-0.0001,0.0017
2026-04-30 16:25:04.183,421551,0,0.9279,0.0433,0.0022,0.0002,0.0022
2026-04-30 16:25:04.249,421580,0,0.9258,0.0446,0.0001,0.0013,0.0013
2026-04-30 16:25:04.255,421610,0,0.9261,0.0448,0.0005,0.0015,0.0016
2026-04-30 16:25:04.275,421640,0,0.9264,0.0432,0.0007,-0.0001,0.0007
2026-04-30 16:25:04.306,421670,0,0.9264,0.0419,0.0007,-0.0014,0.0015
2026-04-30 16:25:04.337,421699,0,0.9263,0.0437,0.0005,0.0004,0.0007
2026-04-30 16:25:04.365,421729,0,0.9285,0.0410,0.0026,-0.0021,0.0033
2026-04-30 16:25:04.412,421759,0,0.9280,0.0413,0.0020,-0.0018,0.0027
2026-04-30 16:25:04.424,421789,0,0.9255,0.0444,-0.0004,0.0013,0.0014
2026-04-30 16:25:04.486,421818,0,0.9241,0.0402,-0.0018,-0.0028,0.0033
2026-04-30 16:25:04.498,421848,0,0.9252,0.0447,-0.0007,0.0016,0.0018
2026-04-30 16:25:04.511,421878,0,0.9224,0.0579,-0.0033,0.0141,0.0144
2026-04-30 16:25:04.542,421908,0,0.8921,0.0598,-0.0319,0.0152,0.0353
2026-04-30 16:25:04.594,421937,0,0.9248,0.0441,0.0008,-0.0005,0.0009
2026-04-30 16:25:04.612,421966,0,0.9247,0.0437,0.0006,-0.0008,0.0010
2026-04-30 16:25:04.641,421996,0,0.9343,0.0415,0.0097,-0.0029,0.0102
2026-04-30 16:25:04.664,422025,0,0.9259,0.0454,0.0013,0.0010,0.0016
2026-04-30 16:25:04.688,422054,0,0.9308,0.0417,0.0058,-0.0025,0.0064
2026-04-30 16:25:04.718,422084,0,0.9751,0.0367,0.0476,-0.0072,0.0482
2026-04-30 16:25:04.762,422113,0,1.0303,0.0702,0.0977,0.0250,0.1008
2026-04-30 16:25:04.778,422142,0,1.0564,0.0923,0.1176,0.0447,0.1258
2026-04-30 16:25:04.811,422171,0,1.2324,0.0861,0.2790,0.0366,0.2813
2026-04-30 16:25:04.837,422201,0,1.2334,0.1719,0.2659,0.1163,0.2902
2026-04-30 16:25:04.867,422231,0,1.0759,-0.0592,0.1030,-0.1091,0.1501
2026-04-30 16:25:04.905,422261,0,0.4872,-0.1635,-0.4614,-0.2027,0.5040
2026-04-30 16:25:04.927,422293,0,0.5409,-0.1130,-0.3873,-0.1446,0.4135
2026-04-30 16:25:05.020,422322,0,0.5830,-0.2943,-0.3280,-0.3096,0.4510
2026-04-30 16:25:05.024,422353,0,0.3917,-0.1589,-0.4933,-0.1655,0.5203
2026-04-30 16:25:05.037,422384,0,1.2051,-0.2371,0.3041,-0.2315,0.3822
2026-04-30 16:25:05.050,422416,0,1.2902,-0.3445,0.3697,-0.3220,0.4902
2026-04-30 16:25:05.081,422446,0,0.7877,-0.1970,-0.1261,-0.1658,0.2083
2026-04-30 16:25:05.114,422478,0,0.9277,0.1379,0.0132,0.1607,0.1613
2026-04-30 16:25:05.141,422508,0,1.0359,0.0717,0.1153,0.0897,0.1461
2026-04-30 16:25:05.173,422537,0,0.9563,-0.0125,0.0339,0.0053,0.0343
2026-04-30 16:25:05.245,422566,0,1.0017,0.0249,0.0754,0.0406,0.0856
2026-04-30 16:25:05.249,422595,0,0.9436,0.0569,0.0164,0.0689,0.0708
2026-04-30 16:25:05.263,422624,0,0.9169,0.0244,-0.0098,0.0346,0.0360
2026-04-30 16:25:05.291,422654,0,0.9138,0.0125,-0.0122,0.0215,0.0248
2026-04-30 16:25:05.319,422684,0,0.8384,0.0079,-0.0833,0.0162,0.0848
2026-04-30 16:25:05.353,422713,0,0.8665,0.0881,-0.0524,0.0915,0.1055
2026-04-30 16:25:05.375,422742,0,1.1326,0.2328,0.2030,0.2244,0.3026
2026-04-30 16:25:05.413,422773,0,0.8927,0.0778,-0.0350,0.0659,0.0746
2026-04-30 16:25:05.435,422802,0,0.9260,0.0510,-0.0016,0.0372,0.0372
2026-04-30 16:25:05.495,422831,0,0.9254,0.0459,-0.0021,0.0305,0.0305
